id,description,nb
"2196"," RUE MADELEINE ODRU  93230 ROMAINVILLE SECRETAIRE  J AI UN RDV AU TRIBUNAL DE GRANDE INSTANCE A BOBIGNY LE 2.12.14 A 13H30 JE RECHERCHE UN AVOCAT POUR ME PRESENTER EN VOUS REMERCIANT ","2"
"2198","95100 Argentueil  R .S .A  Handicaper.j\'ai un retard de loyer de 1030 euro.j\'ai été expulser de mon appartement le 14/10/2014.je vient de réintégré mon logement.je voudrais poursuivre le bailleur et l\'huissier, pour non assistance à personne en danger,expulsion abusive.j\'ai 56 Ans je prend un traitement médical toute l\'annee pour des douleur physiques et morale.voltarène,doliprane,zolpidem,alprazolam.merci de votre compréhention.         ","1"
"2197","Bonjour,<br /><br />J\'ai fait réparer en janv 2013 ma voiture par un garage, il m\'a changé le kit d\'embrayage et à 8000 KM. En janv 2014, je suis de nouveau en panne d\'embrayage. Il n\'a pas voulu reprendre le véhicule. Il souhaitait que je fasse appel à un expert. Ensuite je lui est envoyé une mise en demeure pour effectué les nouveaux travaux. Ensuite j\'ai saisie le tribunal d\'ivry de proximité. Après plusieurs tentatives de réconciliation. La partie adversaire a fait appel à un expert en automobiles qui a fait ses premières constations en mai 2014 que la panne était dû au système d\'embrayage. Nous avons eu une audience le 15 sep 2014 et maintenant la partie adverse (l\'avocat présent) dénonce leur propre expert mais cela a été que verbale lors de l\'audience. Pour démontrer que le dossier n\'était pas recevable. Le 17 nov le président du Tribunal d\'Ivry devrait statuer. Aujourd\'hui je souhaite être représenter par un avocat car je veux démontrer que dans cette affaire l\'expert n\'a pas été jusqu\'au bout du dossier car la pièce n\'a pas été déposé dans un garage. Et que le tribunal aurait dû mandater un expert judiciaire. Je souhaite faire appel de la décision du Président si le montant de l\'indemnité ne me convient pas et représenté un nouveau dossier avec l\'aide d\'un avocat.<br />Cordialement,<br />Nadia FENOUILLAS","3"
"2199","Il s agit d un conflit avec un prestataire de services (Le prestataire nous a mis en demeure de régler sa facture (environ 6400€) alors qu il n a pas effectué sa prestation et encore moins réalisé les objectifs fixés dans le contrat. Pire à cause de lui on a un manque à gagner important que nous comptions bien lui réclamer).<br /><br />Cordialement ","3"
"2200","je veux me faire regulariser mais j ai peur de me faire arreter a la prefecture parceque j ai eu un oqtf l annee derniere je viens de me pacser avec ma fiance avec qui j ai eu un enfant mais qui est malheusement decede l an passe","1"
"2202","Bonjour,<br />je souhaite trouver un avocat pour une procédure de fixation de domicile, droit de visite et d\'hébergement auprès d\'un juge des affaires familialles pour mon fils.<br />Merci de votre aide. Cordialement. ","3"
"2203","bonjour demain je me fait jugée pour détention vente de stupéfiant , et je cherche un avocat","3"
"2206","pour demander la garde d enfaa","3"
"2207","Lieu de résidence : Neuilly sur Marne 93330 ; profession : assistante de direction<br />- procédure antérieure : jugement de divorce en 2005 avec résidence alternée 1 semaine sur 2 pour mon fils né en janvier 2003.<br />- procédure en cours : requête (de ma part) pour modification du mode de garde, enregistrée au TGI Bobigny le 25 mars. <br />- Audience prévue en décembre 14.<br />- Motif : mon fils, actuellement en 6ème, n\'en peut vraiment plus de cette situation, ne se sent pas bien chez son père et sa belle-mère et communication parfois difficile entre son père et moi.<br />Comme \""preuve\"" : rien de matériel ou physique mais beaucoup de choses que mon fils m\'a dites (remarques de son père ou belle-mère, ressenti par rapport à certaines situations  ... ) et que j\'ai retranscrites. <br />Autre \""preuve\"" : conversation avec son père, échange de sms entre lui et moi ...<br />Ma demande : J\'ai beaucoup de ces informations et ne sais pas comment trier ce qui sera vraiment utile pour mon fils lors de l\'audience. Pouvez-vous m\'aider à y voir plus clair ?","3"
"2208","litige charges de copropriété ","3"
"2209","bonjour Madame Monsieur<br />je recherche un avocat pour le 14 novembre 2014 pour un accident de la route que j\'ait eu et je suis convoquer au tribunal le 14 novembre 2014 et n\'ait pas d\'avocat et voudrait en trouver un pour m\'assister dans le procréer.","3"
"2210","Bonjour,<br />problème en droit civil ,<br />urgent !<br />Merci ","1"
"2213","Procès contre la société SG-CONCEPT suite à une installation déficiente de pompe à chaleur.","1"
"2215","Demandé de garde partagee","3"
"2219","Bonjour .<br />Je viens aupres de vous car j ai subi une retention de mon permis de conduire probatoire <br />Obtenu en aout 2013 qui a un solde de 5 points a ce jour.j ai ete controle par la police  qui  me reprochait d avoir viole le feu rouge.suite au controle, j ai ete  positif a l alcool a 0.52g/l d air expire.je viens ver vous parce que je sors de formation et a la recherche de travail et mon permis me sera tres utile. Je tiens a preciser que les faits se sont produis a Nanterre.<br /><br />                                                                                            Cordialement. ","3"
"2221","Mon fils se prénomme mahamadou, on a beaucoup de problème avec l\'administration car souvent ,ils écrivent mamadou ,mohamadou etc.....; sans parler des chansons sur le prénom qu\'on découvre tous les jours. Nous souhaiterons adjoindre son prénom de bapteme qui est MOHAMED et que ce prénom soit le premier .Il a l,habitude d\'etre appeler MOHAMED. Quels sont les honoraires?","3"
"2223","En avril 1975 j\'ai appris que mon conjoint violait ma fille. aujourd\'hui je veux l\'amener devant la justice.<br />","1"
"2224","Bonjour je rencontre un souci avec le RSI celui-ci me réclame une somme que je ne dois pas.mon affaire est arrivé au niveau des huissiers qui doivent passer chez moi le 14 novembre prochain pour une saisie. Le RSI ne veut rien savoir quand à ma situation.<br />Actuellement n\'ayant que l\'ass comme revenu.<br />Cdt <br />M.TAJ<br />Cet","1"
"2225","Lieu de résidence : Rueil Malmaison<br /><br />Motif : divorce <br /><br />2 enfants (15 et 17 ans)<br /><br />Un bien en commun (résidence non principale)","3"
"2226","Rapport de controle fiscal comportant assertions fallacieuses pour nuire et notifier redressements délirants. Instance UE souhaitée ainsi que pénal ","1"
"2227","Bonjour j\'habite à vitry sur seine, je travail au tribunal de commerçe, je vis actuellement avec mon époux (ns avons un bien immobilier) en colocation, la situation se dégrade de jr en jr, il ne veut pas partir mais veut me mettre dehors, ma famille ne souhaite pas m\'héberger et en plus de ça j\'ai un enfant de 10 ans cai difficile pr elle aussi de vivre comme ça, je dors depuis environ 5 ans dans la même chambre que ma fille....je n\'en peux vraiment plus, lui et moi on ne se supporte plus... ","3"
"2229","bjr je suis en procédure de divorce et le temps sons cmpte pour moi ;et je vraiment besoin d\'un avocat ;merci d\'avance","3"
"2230","Divorce a l amiable avec un bien immobilier commun mais pas d enfant","3"
"2231","Bonjour,<br /><br />nous voulons acheter un terrain et construire (en auto construction) 1 pavillon pour louer l\'ensemble à une SARL qui gérera une activité commerciale de gîte.<br /><br />Nous avons donc besoin de rédiger les status de la SCI.<br />Nous avons des questions sur assujettissement à la TVA, capitale variable, gerant inamovile etc.<br /><br />Pouvez-vous me faire parvenir un devis?<br /><br />Bien cordialement,<br />","2"
"2222","je souhaiterai divorcer , deux enfants de mon coté dont une mineur et deux enfants majeurs et indépendants du coté de monsieur. Un appartement en commun que je souhaiterai vendre.Malgré notre \""cohabitation\"" monsieur n\'envisage pas le divorce pour eviter de perdre l\'argent de l\'appartement ( crédit en cours jusqu\'en 2029) car celui-ci souhaite partir chez ses enfants dans le sud dans un an et demi pour sa retraite et profiter pleinement de la vente de l\'appartement. Comme je ne compte pas partir dans le sud en attendant que mes filles soient autonomes, je craint le pire et après reflexions le divorce est la meilleure des choses à envisager pour me protéger et protéger mes enfants.A ce jour monsieur n\'est pas au courant de ma décision car avant de lui annoncer je souhaiterai être informé et consillé sur les démarches à suivre. Je sais qu\'il faudra faire un état liquidatif des biens auprès d\'un notaire et ça, ce sera le plus compliqué car monsieur ne veut absolument pas débourser le moindre centime ( divorce ou vente).","2"
"2234","bonjour je travaille dans une boulangerie  depuis 30 ans je viens de changer de patron depuis le 1 octobre et depuis je subi un harcelement ,changement d horaires ,pressionsur mon lieux de travail,diminution de mes heures de travails donc baisse de salaire ainsi que menace du style \""on a une armé d avocats donc on ne craint rien \"" que puis je faire aider moi s il vous plait.","3"
"2239","je suis propriétaire de biens immobiliers a paris issu d\'un héritage suite au décès de mon père qui est français par décret de intégration en 2006 ancien combattant de armée française a Alger je souhaiterai avoir une carte de résidence ou même la nationalité française de mon père <br />je suis ne le 08/10/1963 a Alger je souhaiterai savoir comment faire pour avoir sois une carte de séjour visiteur ou bien la nationalité de mon père je souhaiterai si je pourrai engager une procédure a cela   afin de m’éviter a chaque fois des demandes de visas a Alger  je vous informe aussi que le bien se trouve a la rue du temple paris 3eme ","1"
"2240","Litige avec un voisin pour un permis de construire","3"
"2241","personne décédé a Vitry sur seine et succession auprès d un notaire choisi par 2 e me épouse  de mon père qui règle un usufruit pour  cette dame sur nos biens dont déjà la moitie  ou on en est propriétaire .cette dame refuse tout et même de payer un loyer sur les 2 biens nous prive de tous nos droits sauf sur ce que  l on doit payer les charges de propriétés les impôts et jouis des lieux en toutes impunité de plus nous avons depuis le départ refusé de signer  l usufruit car nous n avons rien compris et on nous fait de la rétorsion sur nos droits","1"
"2242","  j\'aimerais trouver quelqu\'un de compétent, Avocat expert en batiment,j\'ai fais l\'acquisition     d\'une maison ancienne avec certains vices découverts <br />cette maison est située dans l\'orne, elle  devait devenir ma résidence principale,  acquisition le 29/8/2014  a COURTOMER<br />je fais le tampon dans différents renseignements demandés VERS MAIRIE aSSOCIATION  assurance ect ect... merci de votre réponse .","2"
"2243","Bonjour, <br />Je suis à la recherche d\'un avocat spécialisé en droit immobilier - litiges en copropriétaires, compétences ayant plus de 20 ans d\'expériences, pour les raisons que mon affaire va être prochainement jugé devant la Cour d\'appel de PARIS.<br />En ce moment, je suis hébergée provisoirement chez une amie à ROUEN, j\'aurais besoin l\'aide d\'un avocat pour la rédaction de mémoire car il est conseillé de trouver un avocat-plaideur à PARIS-même. En vous remerciant d\'avance pour votre réponse.<br />ROUEN, le mercredi 12/11/2014<br />","3"
"2244","bonjour; j habite elancourt 78990 <br />je me suis marie le 17mai 2014 je suis de nationalite marocain ma femme aussi elle une carte de resident on vient de depose un dossier de regularisation  ma situation vie prive et famille je suis rentre en france le27 decembre 2011avec un visa Estados schengen  on a recu un courrie de la prefecture je dois quitte le territoire francais on vous remercie d avance","1"
"2245","On ma pris mon véhicule car les plaque était belge","2"
"2246","J habite a bagneux et mon mari m enlever mes enfants vers la Tunisie ,ils ont la double nationalité , j ai déjà engagé un avocat là-bas pour obtenir la garde mais vu que mon ex a son chômage en France de 2000€ je veux savoir si je peux lui forcer de me donner une ponsion alimentaire en France","1"
"2248","Bonjour je. M appelle jean Maurice dupil jai une fille de 4 ans que sa mère m\'a abandonner par rapport à sa situation n étant pas reconnu l enfant à sa naissance mais depuis oui je travaille au McDonald\'s étant en cdi elle ne travail pas elle n\'a rien pas de logements moi je suis encore chez ma mère pour encore un petit mois avant de trouver mon logement bref s\'il vous plaît dites moi si je peux faire recours à la justice pour reconnaître ma fille car elle n\'a pas de papiers d\'identité sa mère ne lui a  jamais faite elle ne l emmèner même pas à l\'école ma dit la directrices\'il vous plaît répondre moi ","1"
"2249","bonjour j\'habite ablon sur seine dans le val de marne<br />Je recherche un avocat pour obtenir la garde de mon fils de 10 ans suite a sa demande<br />il a peur de sa mere et veux vivre chez moi.<br />mon exfemme a fait et dit pas mal de choses qui justifie le choix de mon fils<br />je souhaite donc recuperer la garde<br /><br />","3"
"2250","j\'ai obtenu une aide juridictionnelle a 70 et je cherche un avocat droit du travail","1"
"2251","Droit pénal: STIC & JUDEX etc.<br />J\'habite à PARIS.<br />Je n\'ai pas beaucoup de moyens financiers et je recherche donc l\'avocat le moins cher.<br />Merci.","2"
"2252","je suis victime d\'une usurpation d\'identité et je souhaiterais faire appel à un avocat car je me retrouve aujourd\'hui sans pièce d\'identité car la police m\'a tout confisqué pour enquête.","2"
"2253","Convocation pour un rappel a la loi suite à une plainte de l\'aide sociale à l\'enfance.","3"
"2255","Ordonnance de non conciliation à eu lieu le 3 avril. Les mesures provisoires ont été prises. La procédure porte sur l\'assignation pour obtenir le divorce définitif.  ","3"
"2258","bonjour suis separer avec un enfant je subi un Degas des eau pendant que je etais en vacances mois aout le expert et passer fin aout début septembre jusque la je suis abandonner aucune réponse je les appel rien a faire personne fait rien::: depuis pas eaux chaude pas de chauffage  je vis comme sa avec mon enfant depuis le 24 aout ,,,,la humiditer et pressante partout dant la maison que faire merci joaquim  URGENT <br />merci cordialement   ","1"
"2259","ma femme a quité le domicile conjugal avec ma fille et a prix un avocat pour divorcé","3"
"2260","Je voudrais trouver un avocat à  champigny sur marne qui accepterais  l\'aide juridictionelle si  oui je souhaiterais avoir une attestation à remettre au tribunal dans le dossier pour la demande de l\'aide juridictionnelle merci d\'avance de me répondre au plus vite","2"
"2254","Cher(e) Maître,<br />en couple homosexuel depuis plus de 10 ans, nous avons décidé, suite à légalisation du mariage aux personnes de même sexe, de fonder notre famille. Dans cette optique, nous avons eu recours à une PMA avec donneur anonyme en Belgique au terme de laquelle ma compagne a donné naissance à une petite fille le 16 septembre 2014. Nous nous sommes également mariées le 7 juillet 2014 afin de me permettre de déposer une requête d\'adoption devant le TGI de Paris. Compte-tenu du caractère \""sensible\"" de notre démarche, nous souhaiterions être accompagnées par un avocat et vous sollicitons pour obtenir un devis ainsi qu\'un délai possible d\'intervention. <br />Dans l\'attente de votre retour, je reste à votre entière disposition pour toute information complémentaire dont vous auriez besoin et vous prie d\'agréer, Cher(e) Maitre, mes sincères salutations.<br />Séverine Lechat","3"
"2261","Sartrouville","2"
"2263","cité étoile 93000 Bobigny<br />Je suis victime de fausses accusations d\'enlèvement de séquestration et de viol","3"
"2264","j\'ai été victime d\'une injustice pendant l\'examen de permis de conduire.j\'ai de preuve ,le moniteur qui m\'a assisté pendant la conduite a accepté de faire une attestation et il est d\'accort pour témoigner devant le tribunal","3"
"2266","Bonjour <br /><br />Je suis Monsieur Kone Moriba Jean claude, je me suis fait condamner a verser a mon ancien propriétaire le somme de plus de 10000 euros , je trouve ça aberrant.<br />Biensur dans la realiter des faits je n\'est nullement des raison de devoir cette somme. <br />un état des lieux qui na pas était effectuer en bonne uniforme faute des deux partis , tout en sachant que monsieur le propriétaire posséder les clefs depuis plus de 2mois; avant une validation d un état des lieux de sortie sans ma présence . <br />voici en gros mon histoire <br />je suis actuellement cadre au sein de l entreprise vir transport et demeurant a  Corbeil Essonne. ","1"
"2267","Bonjour<br />Je demeure a Beauchamp  je suis directeur commercial et marketing  j ai 54 ans  <br />je souhaite faire un bilan avec pour objectif d\'essayer d’arrêter de travailler a 60 ans  je suis propriétaire d\'un immeuble que je souhaite transmettre a mes enfants assez rapidement et garder l\'usufruit ","1"
"2268","Bonjour,<br />je veux la garde définitif de mes deux enfants âgés de 7ans et 11 ans car leur papa ne respecte pas le jugement et je suis passé en jugement le 23/10/14 pour violence conjugale et viole il a été condamnée coupable avec 3 ans de prison dont 1 an ferme.<br />merci de me recontacté car je sais plus quoi faire, je suis perdu<br />merci d\'avance <br />cordialement","2"
"2269","Nous souhaitons faire appel a un avocat afin d\'obtenir un logement social . Nous sommes loge par un proche pour le moment et nous avons un bebe en bas age.","1"
"2270","Agent fonction publique territoriale office public HLM à Arcueil
<br />29 ans d\'ancienté ,âge 59 ans  harcelé moralement par mon chef de puis
<br />sa nomination + de 6 ans avec arrêt maladie du 13/08/2014 au 11/11/2014
<br />un etat anxiodépressif réactionnel
<br />","2"
"2271","suis Moniteur  auto ecole ;j\'ai fais l\'objet d\'un controle fiscale on me reclamme plus de 14000euro. comme quoi j\'ai recu des cheques en 2009. de plus de 21000 euro. je conteste cette decision","1"
"2272","Saint-denis, comptable intérimaire en fin de mission.<br />Je suis propriétaire résidante, j’ai reçu un commandement de payer avec inion d’hypothèque légale au profit du syndicat des copropriétaires et une assignation devant TGI de Bobigny  pour la somme du 12811,67 euros  charges de syndic et 2000 euros d’indemnité.<br />","3"
"2273","bonjour,<br />je viens vers vous aujourd\'hui pour savoir si vous pouvez faire quelque chose pour ma situation concernant le logement.<br />étant loger chez mes parent et ayant fait les démarche nécessaire pour accéder au logement sociale.<br />j ai saisie la commission dalo. aujourd\'hui il me demande des attestation et document officiel ","1"
"2274","Bonjour Maître<br />J\'ai pris possession d\'un commerce et le cédant c\'est réinstallé a 1,5 km de mon commerce ...<br />lors du compromis de vente il y avait une clause de non concurrence !!! je viens de me rendre compte qu\'elle n\'a pas été reconduite a la signature final !!! le notaire était une amie du cédant ! Que puis je faire ?","2"
"2277","Garde d\'enfant ","3"
"2281","Bonjour, mon ex femme m\'attaque pour non versement de la contribution pour ma derniere fille qui travaille depuis aout 2013 (Interim et CDD )
<br />Des sommes sont réclamées de aout 2013 à janvier 2014 et autres....J\'ai stopper le versement aout 2013.Une saisie sur salaire est engagée.
<br /> Je demeure à Cormeilles en Parisis  95240 .
<br />Cordialement 
<br />
<br />","2"
"2282","J\'habite à Can et je recherche un avocat sur Nanterre pour une procédure en appel engagée par le syndic de copropriété d\'un immeuble à Boulogne-Billancourt.<br />Merci de me faire un devis.","3"
"2283","Bray sur seine, Nourrisson placer en pouponnière et un deuxième chez ses grands parents maternel. Demande appel auprès du juge des enfants de MElun pour les récupérer ","2"
"2284","Bonjour,<br />Pour adoption plénière de fille de ma conjoint.elle a 5 ans.Moi je<br />suis un française,ma femme est une indienne.Ma belle fille aussi une<br />indienne mais elle est avec en france avec nous,Son pere est<br />décidé.","2"
"2285","Garde au temps complet moi où a voir alterner ","3"
"2286","No respect du permi de construire d\' amenagement de comble ","1"
"2289","Bonjour, <br />Nous souhaiterions créer une Filiale du groupe Farmina en Seine et Marne sur Marne La Vallée. Je suis à la recherche d\'un avocat d\'affaire maîtrisant l\'anglais et le droit international afin de vérifier et d\'éditer tous les documents légaux liés à notre activité (Contrat de vente, etc...).<br />Bien Cordialement<br />","3"
"2291","Bonjour,<br /><br />Je suis invité à me présenter au tribunal d\'instance de Versailles en qualité de défendeur pour une affaire portant sur une prétendue sous estimation de charges locatives.<br />Je cherche à me faire représenter par un avocat lors de cette audience.<br /><br />Cordialement","1"
"2292","bonjours, je me prend un peut tard, mais je suis convoquer le 1er Decembre au tribunal de grande instance de Versailles pour apel malveillants au préjudice de mon ex compagne","3"
"2293","Je cherche un avocat pour plaider pour moi car je suis en litige avec un garagiste et je demande des dommages pour le prejudice subit je suis en attente de la convocation au tribunal merci","3"
"2294","J habite à morsang sur orge ,je suis sans emploie et je voudrais divorçais j ai une fille âgée de 4 ans et demi ","2"
"2297","Bonjour je recherche un avocat, je suis actuellement divorcee et je souhaiterai formuler une deuxième demande aupres du JAF pour une modification de la convention de divorce par consentement mutuel.","2"
"2296","Bonjour, <br />Je soussigné bourbon david demeurant à fontainebleau 77, je souhaiterai connaitre les honoraires d\'un avocat. <br />Je viens de faire une requête auprès du tribunal de Melun, car mon fils de bientôt 13 ans en février souhaite venir vivre avec moi, il a écrit un courrier au juge pour expliquer pourquoi et les problèmes qu il a chez sa mère. <br />Nous sommes divorcés depuis septembre 2011, divorce à l\'amiable \""que le nom\"", nous avons ensemble 3 enfants 1 fille de 18,  que je ne vois plu depuis plus 2 ans, 2 garçons de 17 et 13 ans.<br />En avril 2013 mon ex femme avait fait une requête pour faire réévaluer la pension alimentaire. Madame le juge avait ordonné une médiation,  que nous avions accepter dans le bureau du juge mais après mon ex femme l a refusée catégoriquement<br />Nous avons des rapports très difficile avec sa mère, car depuis le mois d\'avril 2013 on ne s est pas vu, les seuls contacts son par mail ou par courrier.","2"
"2298","Paris.<br />Appel d\'un PV confirmé en première instance, sur une moto de collection de 1968. Trois motifs : non conformité, bruit, émission de fumée.<br />La machine étant conforme à la carte grise d\'origine.","2"
"2299","Lieu de résidence:MOISENAY 77 950
<br />Sans profession.
<br />Probleme bancaire du a un pret immobilier","2"
"2300","Bonjour<br /><br />Etant président d\'une association de cadre technique hospitalier avec 350 adhérents, je souhaite solliciter une aide juridique pour \""m\'éclairer\"" dans les textes statutaires (FPH) pour définir un plan d\'action national auprès du ministère et des tutelles.<br /><br />seriez vous en mesure de réaliser cette prestation ?<br /><br />Cordialement<br /><br />Président H360","1"
"2304","obtenir  du TGI une decision de nomination d\'un mandataire ad\'hoc pour transformer des part de SCI en part de copropriété.<br />Cette opération n\'a pas été faite par la de cujus atteinte par l\'âge puis par la maladie.<br />Il s\'agit d\'un petit local commercial qui ne peut être vendu sans cela   le  dossier de succession étant dans les mains du Notaire en charge sur<br />Orange.Le bien est sis à Malakoff 92240.","1"
"2305","bonjour,<br />je demande un avocat urgent au tribunale de nantere   pour le 27 /11/ 2014 <br />mon  délit est conduite en etat d\'ivresse merçi de me contacté dans les plus bref délai svp et merçi.<br/>                                                    cordialement","3"
"2306","Divorce par consentement mutuel. Pas de biens immobilliers. 2 enfants. En accord pour la garde. Pas de pensions alimentaire (le père n\'est pas solvable).<br />On s\'est mis d\'accord sur tout au préalable et on souhite être représenté par le même avocat.","3"
"2307","Je réside à paris et la propriétaire de mon ancien appartement m\'assigne en justice et me réclame 28 000euros à moi mon ancien colocataire et nos garants","3"
"2308","Bonjour,<br />C\'est pour une affaire de divorce.<br />J\'habite actuellement dans lepecq,<br />Je travail a la defense.<br />Mon ex femme ainsi que mon fils de 3 ans habitent les mureaux.<br />","3"
"2309","je passe le 15 janvier devant le jaf qui doit statué sur la garde de ma fille<br />ma fille est un danger avec sa mère<br /> j ai plein d élément qui l atteste <br />j ai des revenues moyens <br />je suis prêt a payer n importe quelle tarif  a condition qu il sot échelonner sur quelque moi<br />c est un appelle au secoure que je vous lance <br />si un avocat veut bien prendre mon affaire je lui en serais reconnaissants a vie <br />l avenir de ma petite fille de 2an et demie en dépend ","3"
"2311","Bonjour, je réside sur la commune du Blanc-Mesnil 93150, agent administratif des impôts.<br />Actuellement en litige avec mon administration La direction du contrôle fiscal,  je souhaite contester certaine décisions notamment mise a la retraite pour invalidité  , je reçois mon titre de pension m indiquant qu\'il serait de 200euros net par mois.<br />Certaine erreur se sont produite sur mon dossier comme ma demande de congé longue maladie qui a été accepté au bout d\'un an d\'attente suite à un recours, puis au bout de 2 mois le comité reviens sur sa  décision et refuse a nouveau, puis mise en indisponibilité pour raison de santé, mes demandes de reprise a mi temps thérapeutique on été refusé.<br />Mon médecin a plusieurs fois fait la demande de mon dossier médical, mais malheureusement jamais de réponse de la part du comité médical.<br />Je suis actuellement dans une situation très difficile et souhaite sincèrement obtenir l aide d\'un avocat, merci de  votre compréhension. ","1"
"2312","je recherche un avocat de toute urgence passant au tribunal administratif le 02/12/2014 avec pour adversaire le conseil general. mes droits au RSA on ete aretter injustement et pour faire valoir mes droits il me faut un avocat. je n ai plus de ressources depuis 4 mois donc je voudrais avoir l aide juridictionnel mais a ma connaissance le delai est trop cour je suis perdu ne sais pas comment faire. ","1"
"2313","Demande pour convocation en audience du 26/11 tgi de bobigny<br />Bonjour,n<br />Je suis gerant de sarl (sarl adf dhuys)  domiciliee a montreuil. J\'etais en deplacement a l\'etranger et vient de prendre connaissance ce jour d\'une convocation  en audience du 26/11 (apres-demain) a 10h30 devant la 3e chambre dojnt l\'objet est une demande denredressement judiciaire por cessation de paiements. <br />Je cherche donc un avocat specialise enndroit commercial aui pourrait prendre lendossier,naller a l\'audience mercredi et solliciter un report pourbque je puisse lui transmettre oesn elements du dossier.<br />Vous remerciant par avance de votre reponse","1"
"2316","La police ont arrêté 3 ados ( enfants )sur un scooter sans casque et ce scooter provenait d\'un vol.<br />J\'habite  rue de Malte 78500 Sartrouville et je suis sans emploi depuis peu de temps (juin 2014).Mon fils est étudiant et n\'a pas d\'antécédent judiciair.","2"
"2317","Je ete juje le 21 -11-2014 et je pas recu la convocation ( faut de changeme de adrese ) pour vol je pas ete au courent ","1"
"2318","Information sur mes droit de victime après un procès ","2"
"2322","bonjour, je vous adresse cet email  afin de trouver un avocat pour une affaire qui sera jugé au TGI de bobigny le 9/01/2015 à 13h à la 14émé chambre suite à un accident de la route. <br />Je suis domiciliée à  rue des chantiers 93400 Saint ouen.<br />Je vous cite les délits comme indiqués sur la convocation:<br />-Homicide involontaire par conducteur d\'un véhicule<br />-Blessures involontaires par conducteur d\'un véhicule, ITT<3MOIS<br />Je tiens à préciser que le conducteur de la voiture où la personne est décédée, était sans permis et sous l\'effet de stupéfiants.<br />Je me tiens à votre disposition pour toutes informations complémentaires.<br />Cordialement vôtre ","3"
"2323","DIVORCE A L\'AMIABLE","3"
"2325","mon fils est sous tutelle de l\'UDAF  - mon ex mari  âgé de 81 ans a déposé une demande pour assurer lui même la tutelle .  Je veux m\'y opposer. par tous les moyens possibles. C\'est la cour d\'appel de Versailles qui s\'occupe du dossier.<br />Je suis retraitée, âgée de 78 ans, je demeure à Rueil Malmaison.","1"
"2324","Bonjour,<br />Nous sommes à la recherche d\'un avocat pour nous assister dans un dossier concernant le congés d\'un locataire qui n\'a pas pas quitté le logement  après les 3 mois de préavis prévu au bail.*<br />Nous avons obtenu une injonction de payer du Tribunal d\'Instance de Meaux 77100 qui lui à été signifiée le 21/11/14 par huissier.<br />Par ailleurs le locataire à fait intervenir dans le logement l\'Agence Régional pour la Santé (ARS) après son délais de préavis pour faire constaté que son logement ne faisait pas 9m2.<br />Nous avons indiqué à l\'ARS que le locataire été sans droit ni titre depuis la fin de son préavis et que sa demande n\'était plus valable.<br />Aujourd\'hui nous sommes convoqué au Tribunal d\'Instance de Meaux à la demande du locataire pour une conciliation .<br /><br />Nous aimerions connaître le coût d\'un avocat pour nous assister lors de la conciliation et  si le locataire faisait opposition à l\'injonction de payer que nous lui avons signifié.<br /><br />Bien cordialement<br /><br />M et M Demmou<br />","2"
"2327","Pour faire appel d\'une desicion judutiere de 12 mois d\'emprisonnement suite a un delit routier avec récidive","3"
"2328","j\'ai été contrôlé sur l\'autoroute A4 alors que j\'avais franchi une ligne continue au volant de ma voiture par la police.<br />Suite à ce contrôle, alors que j\'utilisais le permis de conduire camerounais que les policiers m\'ont fait comprendre qu\'il s\'agit d\'un faux permis et que le délais d\'un an passé sur le territoire français, que je ne devrais plus m\'en servir de toutes les façons.<br />LA DATE D’AUDIENCE EST FIXÉE LE 09/02/2015","3"
"2329","Madame, Monsieur,<br />C\'est un litige successoral et un litige en surendettement devant la Cour d\'Appel de Paris: je vous saurais de bien vouloir m\'indiquer si vos avocats acceptent l\'aide juridictionnelle.<br />Dans cette attente, veuillez agréer, Madame, Monsieur, l\'expression de mes salutations distingués","1"
"2331","je suis  convoqué au tribunal d\'Instance le 19/01/15 pour nuisances sonores pour résiliation de bail du fait de la malveillance d\'un voisin . Nuisances que j \'ai contesté au bailleur par courrier .","3"
"2332",")champigny sur marne electricien je suis gerant d\'une entrprise je veux deposer le bilan mais j\'ai des dettes avec les impot je n\'ai pas gerer la boite c\'est un autre personne comment faire","2"
"2333","77220 TOURNAN-EN-BRIE<br />Professeur des Ecoles (Education nationale)- Demande de versement de l\'indemnité de résidence accordée à tout fonctionnaire exerçant en zone 1 (3 de traitement brut) avec effet rétroactif depuis 1992 formulée par voie hiérarchique à l\'Inspection académique de Seine et Marne le 3 novembre 2014- Absence de réponse de l\'administration à ce jour si ce n\'est que mon courrier a bien été transmis à M.l\'Inspecteur d\'académie et que mon dossier suit son court...","1"
"2334","MASSY (91)<br /><br />J\'ai fin mai commande auprès d\'un mandataire un véhicule neuf, celui-ci devant être fabriqué en Espagne le mandataire m\'a demande de payer son fournisseur un acompte de 10 de la somme, et annonce environ 8 semaines de délai .<br />L.usine étant fermé en août, j n.ai repris contact avec le mandataire qu\'en septembre.<br />Début octobre, le mandataire m\'annonce que le véhicule est prêt, que je dois régler le solde de 17000 pour qu\'il procède à la livraison et carte grise du véhicule.<br />Le virement fait, je lui demande chaque semaine où s\'en est, lui même ne sait pas, mais juge que c\'est normal.<br />Sur info greffe on constate que le siège de la société est en cours de déménagement pour l\'Italie et que le gérant est injoignable.<br />Maintenant le mandataire s\'inquiète, il va porter plainte, me conseil d\'en faire autant et se tourner vers un avocat pour la suite","1"
